candidate_id,candidate_name,lead_rank,evidence_url,root_domain,search_score,search_title,source_type,measurement_eligible,evidence_role,review_status,notes
010,泰市場海鮮自助餐廳,1,https://www.regenttaiwan.com/dining/outside-dining/spice-market,regenttaiwan.com,6,泰市場 | 館外餐廳 | 佳餚美饌 | 台北晶華酒店,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
011,凱菲屋－台北君悅酒店,1,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/cafe,hyatt.com,10,凱菲屋 | 國際頂尖自助餐 | 台北君悅酒店,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
011,凱菲屋－台北君悅酒店,2,https://vivianexplore.tw/cafe-at-grand-hyatt-taipei/,vivianexplore.tw,4,【2026凱菲屋】台北君悅酒店自助餐，海鮮、甜點、中式餐點推薦！,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
011,凱菲屋－台北君悅酒店,3,https://minako.tw/cafe-in-grand-hyatt-taipei/,minako.tw,4,【君悅酒店凱菲屋Cafe】2025台北人氣吃到飽餐點資訊、價位、餐券整理 – 美奈子的微旅行,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
012,一蘭拉麵－台灣台北本店,1,https://ichiran.com.tw/shop/stores.aspx,ichiran.com.tw,5,一蘭拉麵| 一蘭台灣官方購物網 - 一蘭、一蘭拉麵、拉麵、一蘭台灣購物網、一蘭購物、一蘭伴手禮、台灣一蘭、日本食品、博多細麵、捲麵、豚骨拉麵、一蘭商品、伴手禮、拉麵商品、即食麵、釜醬汁豚骨拉麵、博多拉麵、日本泡麵、日本進口、福岡、九州、日本,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
012,一蘭拉麵－台灣台北本店,2,https://hamibobo.tw/ichiran-taipei/,hamibobo.tw,4,台北信義美食「一蘭拉麵 台灣台北本店」24小時營業、點餐方式、菜單價位 – 海綿飽飽的鳳梨城堡,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
012,一蘭拉麵－台灣台北本店,3,https://vivawei.tw/ichiran-taipei/,vivawei.tw,4,台北信義美食｜『一蘭拉麵-台北本店』24小時營業的天然豚骨拉麵專門店(象山捷運站) @瑋瑋＊美食萬歲,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
013,Texas Roadhouse,1,https://texasroadhouse.com.tw/,texasroadhouse.com.tw,9,Texas Roadhouse 德州鮮切牛排,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
013,Texas Roadhouse,2,https://www.casualrestaurants.com/brand/display/2,casualrestaurants.com,5,Texas Roadhouse | 開展餐飲集團CasualRestaurants,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
013,Texas Roadhouse,3,https://windiewang.com/2025/08/06/taipei-texas-roadhouse/,windiewang.com,4,[台北美食]市政府站 信義美式餐廳！Texas Roadhouse 德州鮮切牛排 現切肋眼、炸物拼盤一次滿足 - windiance風香拾光,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
014,彩日本料理－台北君悅酒店,1,https://www.tablecheck.com/zh-TW/grand-hyatt-taipei-irodori/reserve,tablecheck.com,9,彩日本料理 - 台北君悦酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
015,INPARADISE 饗饗,1,https://inparadise.com.tw/zh-TW/store/Xinyi,inparadise.com.tw,15,INPARADISE 饗饗｜名饌百匯 | 饗饗官網 | 分店資訊,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
015,INPARADISE 饗饗,2,https://inparadise.com.tw/,inparadise.com.tw,9,INPARADISE 饗饗｜名饌百匯 | 饗饗官網 | 首頁,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
015,INPARADISE 饗饗,3,https://inparadise.com.tw/zh-TW/guide,inparadise.com.tw,9,INPARADISE 饗饗｜名饌百匯 | 饗饗官網 | 遊歷饗饗,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
016,Top Cap Steakhouse,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-Ksqc8slrRO0_5uDfFiD/restaurants/-Ksqc8tgi_UBrZNBQZrD/waiting?request_locale=en_US,rsv.skm.com.tw,10,TOP CAP STEAKHOUSE 線上候位｜台北信義新天地A4｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
016,Top Cap Steakhouse,2,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-Ksqc8slrRO0_5uDfFiD/restaurants/-Ksqc8tgi_UBrZNBQZrD/booking,rsv.skm.com.tw,10,TOP CAP STEAKHOUSE 線上訂位｜台北信義新天地A4｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
016,Top Cap Steakhouse,3,https://mibaoma.tw/topcap-steakhouse/,mibaoma.tw,4,台北信義區最銷魂米其林牛排，從前菜到甜點道道驚豔！ @ 米寶麻幸福滿載,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
017,海底撈台灣信義店（微風南山）,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
018,鼎泰豐（信義新光A4店）,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KNf3CgtuFU5cea5_nVg/restaurants/-KNf3CgtuFU5cea5_nVh/takeout,rsv.skm.com.tw,8,鼎泰豐線上外帶｜台北信義新天地A4｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
019,泰集 Thai Bazaar（微風信義店）,1,https://carp0729.tw/2021/09/thaibazaar.html,carp0729.tw,4,【台北信義】泰集 Thai Bazaar｜23道經典料理吃到飽 @魚樂分享誌 @ 魚樂分享誌,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
019,泰集 Thai Bazaar（微風信義店）,2,https://biaolazylife.tw/thaibazaar/,biaolazylife.tw,4,【台北信義美食】泰集Thai Bazaar (微風信義店) | 走進時尚泰料理間 - 彪彪懶廢日常 My Lazy Life,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
020,探索廚房－台北寒舍艾美酒店,1,https://www.tablecheck.com/zh-TW/le-meridien-taipei-latest-recipe/reserve/landing,tablecheck.com,9,探索廚房 - 台北寒舍艾美酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
020,探索廚房－台北寒舍艾美酒店,2,https://www.lemeridien-taipei.com/websev?lang=zh-tw&id=807,lemeridien-taipei.com,9,台北寒舍艾美酒店- Le Méridien Taipei - 食尚饗宴- 探索廚房,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
020,探索廚房－台北寒舍艾美酒店,3,https://icecreamcat.tw/love-lemeridien/,icecreamcat.tw,4,改裝後【探索廚房吃到飽】台北寒舍艾美酒店飯店自助餐價格與訂位，信義區Buffet @冰淇淋貓的軟爛生活,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
021,勞瑞斯牛肋排餐廳,1,https://www.lawrys.com.tw/,lawrys.com.tw,5,首頁 | Lawry's Taipei 勞瑞斯餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
022,CÉ LA VI Taipei,1,https://www.starfishconcept.com/portfolio/ce-la-vi-taipei/,starfishconcept.com,7,全球餐飲生活品牌CÉ LA VI首度進駐台北 - STARFiSH CONCEPT 星予國際,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
022,CÉ LA VI Taipei,2,https://www.wowlavie.com/article/ae1900686,wowlavie.com,7,頂級餐飲生活品牌CÉ LA VI 全球最新據點將攻佔時尚繁華的台北信義區 | La Vie,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
023,侯布雄法式餐廳,1,https://www.bellavita.com.tw/cht/store.php?d=38,bellavita.com.tw,8,L'ATELIER de Joël Robuchon 侯布雄法式餐廳,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
023,侯布雄法式餐廳,2,https://www.bellavita.com.tw/catalogue/goodslist.php?d=199,bellavita.com.tw,7,侯布雄法式餐廳 - Bellavita,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
024,老乾杯－台北信義店,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-Ksq_LYziPrwRXZXlsQT/restaurants/-Ksq_LZxV6JgslJQmWVG/booking,rsv.skm.com.tw,8,老乾杯線上訂位｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
025,French Windows－British TeaHouse,1,https://carp0729.tw/2020/12/french-windows.html,carp0729.tw,4,【台北信義】French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館｜松菸美食 @魚樂分享誌 @ 魚樂分享誌,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
025,French Windows－British TeaHouse,2,https://mapofthebest.com/tw/french-windows-british-teahouse,mapofthebest.com,4,French Windows British Teahouse 琺蘭綺瑥朵英式茶餐館 - Map of the Best,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
026,欣葉台菜－信義A9店,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-Ksq_zKmqbP-1vmdhETc:inline-live-shinyeh/restaurants/-Ksq_zLmBwbOVb1EtmTL/booking,rsv.skm.com.tw,8,欣葉台菜線上訂位｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
026,欣葉台菜－信義A9店,2,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-Ksq_zKmqbP-1vmdhETc:inline-live-shinyeh/restaurants/-Ksq_zLmBwbOVb1EtmTL/takeout?request_locale=en_US,rsv.skm.com.tw,8,欣葉台菜線上外帶｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
027,Meat Love 橡木炭火韓國烤肉,1,https://meatlove.tw/,meatlove.tw,9,Meat Love 橡木炭火韓國烤肉,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
027,Meat Love 橡木炭火韓國烤肉,2,https://kellyrosie.com/post-467659328/,kellyrosie.com,4,【台北信義燒肉】MEAT LOVE 橡木炭火韓國烤肉。頂級橡木炭火燒肉，韓國料理，信義世貿商圈，近101/世貿站 – 閒閒小魚出遊中,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
028,Saffron 46,1,https://www.saffron46.com/,saffron46.com,7,SAFFRON 46 - SAFFRON 46 番紅花四十六,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
029,春水堂－松菸店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
030,Woolloomooloo,1,https://woolloomooloo.tw/,woolloomooloo.tw,7,Woolloomooloo - 為這個城市提供多一點選擇,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
030,Woolloomooloo,2,http://woolloomooloo.tw/tucker/,woolloomooloo.tw,7,Woolloomooloo 選擇真實的食材，製作真誠的食物 - WOOLLOOMOOLOO,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
031,馬辣頂級麻辣鴛鴦火鍋信義店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
032,饗食天堂信義店,1,https://www.eatogether.com.tw/zh-TW/store/EAT007,eatogether.com.tw,8,饗食天堂 自助美饌｜EATOGETHER | 餐廳據點,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
032,饗食天堂信義店,2,https://eggrollcat.com/eatogether/,eggrollcat.com,7,【台北吃到飽推薦】饗食天堂信義店｜高CP值Buffet價錢、菜色一次看饗食天堂 - 捲貓貪玩客,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
033,Smith & Wollensky 牛排館,1,https://smithandwollensky.com.tw/zh_TW/shop,smithandwollensky.com.tw,10,商店,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
033,Smith & Wollensky 牛排館,2,https://smithandwollensky.com.tw/,smithandwollensky.com.tw,9,Smith & Wollensky,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
033,Smith & Wollensky 牛排館,3,https://smithandwollensky.com.tw/zh_TW/menu/taipei,smithandwollensky.com.tw,9,極品美饌,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
034,頂鮮101美食美景餐廳,1,https://dingxian.com.tw/,dingxian.com.tw,5,頂鮮｜極致海鮮餐飲品牌｜官方網站 |,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
035,心潮飯店 Sinchao Rice Shoppe,1,https://sosense.tw/sinchao/,sosense.tw,4,來份慾望炒飯，恣意揮灑的浪漫餐桌《心潮飯店 Sinchao Rice Shoppe》新台派餐酒館 - 質人星球。品玩生活,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
035,心潮飯店 Sinchao Rice Shoppe,2,https://fooday.app/en/spots/i6YDoWtU8d9zmv2Z49SN5R,fooday.app,4,心潮飯店 SINCHAO RICE SHOPPE on Fooday - Your Trusted Food Guide App,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
036,Hooters Xinyi 美式餐廳,1,https://www.hooters.com.tw/store-guide/,hooters.com.tw,15,分店資訊 - Hooters 美式餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
036,Hooters Xinyi 美式餐廳,2,https://www.hooters.com.tw/,hooters.com.tw,9,Hooters 美式餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
036,Hooters Xinyi 美式餐廳,3,https://www.hooters.com.tw/en/about-hooters/,hooters.com.tw,9,About Hooters - Hooters 美式餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
037,凱林鐵板燒,1,https://shop.ichefpos.com/store/W0Pub0oa/ordering,shop.ichefpos.com,8,凱林鐵板燒 信義威秀店 | Menu & Order - iCHEF Online Store,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
038,DA ANTONIO By 大安東尼,1,https://daantonio.oddle.me/zh_TW,daantonio.oddle.me,14,DA ANTONIO義大利餐廳- 線上訂餐、外帶外送官網,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
038,DA ANTONIO By 大安東尼,2,https://globalfoodelicious.com/da-antonio-taipei-101/,globalfoodelicious.com,4,Da Antonio Restaurant 》台北 101 大安東尼義大利餐廳 - 娜姐 FOODELICIOUS,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
038,DA ANTONIO By 大安東尼,3,https://auntie.tw/da-antonio/,auntie.tw,4,【台北】DA ANTONIO 大安東尼 By 隨意鳥地方台北101，脆皮豬腳、經典米蘭奶油蟹肉泡芙，中價位義大利料理推薦 – 水晶安蹄 不務正業過生活,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
039,樂天皇朝台灣,1,https://paradisegrouptw.oddle.me/zh_TW,paradisegrouptw.oddle.me,5,樂天皇朝 - 外帶外送專區,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
040,TGI Friday's,1,https://tgifridays.com.tw/,tgifridays.com.tw,9,TGI FRIDAYS 星期五美式餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
040,TGI Friday's,2,https://www.tgifridays.com.tw/food,tgifridays.com.tw,9,TGI FRIDAYS 星期五美式餐廳,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
040,TGI Friday's,3,https://tgifridays.com.tw/index.php/about-us,tgifridays.com.tw,9,關於我們,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
041,欣葉日本料理信義店,1,https://www.shinyeh.com.tw/content/zh/brand/Store.aspx?BrandId=4&Id=13,shinyeh.com.tw,6,分店資訊 | 欣葉國際餐飲集團,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
042,莫爾頓牛排館,1,https://carfun.tw/food/52149/,carfun.tw,7,台北聖誕節年末聚餐約會精選，「莫爾頓牛排館」限量推出世界頂級和牛系列 - CarFun 玩車誌｜玩樂生活、輕鬆懂車,known_third_party,no,discovery_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
043,春水堂－信義新光三越A9店,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KsqbueWIURxuxAQ8EIy:inline-live-chunshuitang/restaurants/-KsqbufnXi_ftq44E7bU/takeout?request_locale=en_US,rsv.skm.com.tw,8,春水堂人文茶館線上外帶｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
043,春水堂－信義新光三越A9店,2,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KsqbueWIURxuxAQ8EIy:inline-live-chunshuitang/restaurants/-KsqbufnXi_ftq44E7bU/waiting,rsv.skm.com.tw,8,春水堂人文茶館線上候位｜台北信義新天地A9｜新光三越,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
043,春水堂－信義新光三越A9店,3,https://www.skm.com.tw/brand/12289,skm.com.tw,8,春水堂 專櫃/門市｜新光三越 | 新光百貨首頁 | 最新優惠 | SKM官方網站,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
044,瓦城泰國料理－台北阪急店,1,https://wa10-thaitown.oddle.me/zh_TW,wa10-thaitown.oddle.me,7,瓦城泰國料理 | 線上點餐外帶/外送專區,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
044,瓦城泰國料理－台北阪急店,2,https://www.thaitown.com.tw/tw/store,thaitown.com.tw,6,分店資訊| 瓦城Thai Town Cuisine,brand_owned_candidate,pending_direct_confirmation,candidate_for_site_measurement,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
045,GB鮮釀餐廳信義店,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
046,Bel Air Bar & Grill,1,https://www.myfunnow.com/en/branches/2651,myfunnow.com,5,"Bel Air Bar and Grill｜Grand Hyatt Taipei | FunNow - On-demand online booking platform for Restaurants, Accommodations, and Massages",booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
046,Bel Air Bar & Grill,2,https://nasheat.tw/bel-air/,nasheat.tw,4,終於來朝聖威靈頓牛排，香脆的酥皮搭配軟嫩的菲力，超級讚!!,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
046,Bel Air Bar & Grill,3,https://www.postcard.inc/places/bel-air-bar-and-grill-grand-hyatt-taipei-taipei,postcard.inc,4,Bel Air Bar & Grill Grand Hyatt Taipei,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
047,茶苑－台北君悅酒店,1,https://www.tablecheck.com/zh-TW/shops/grand-hyatt-taipei-cha-lounge/reserve,tablecheck.com,10,茶苑 - 台北君悅酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
047,茶苑－台北君悅酒店,2,https://www.tablecheck.com/zh-TW/grand-hyatt-taipei-cha-lounge/reserve,tablecheck.com,9,茶苑 - 台北君悦酒店 - TableCheck,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
047,茶苑－台北君悅酒店,3,https://www.myfunnow.com/zh-tw/branches/2653,myfunnow.com,5,君悅｜茶苑｜台北 101 / 世貿站 | FunNow - 線上即時預訂餐廳、住宿、按摩,booking_platform,no,supplementary_store_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
048,漂亮台式海鮮餐廳,,,,,,no_ranked_lead,no_data,none,requires_additional_source_search,No ranked lead was observed; this is not evidence that no official site exists.
049,燒肉同話－台北光復南店,1,https://misshuan.tw/chagether-yakiniku-2019-0710/,misshuan.tw,4,捷運台北101/世貿站美食【燒肉同話/光復南店】也有像台中燒肉套餐系列喔！變裝自己DIY！聚餐聚會！ - 瓦妮又在吃,unresolved_domain,no,unresolved_lead_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
050,厲家菜,1,https://www.bellavita.com.tw/dining/familyli.php,bellavita.com.tw,8,厲家菜 宮廷御膳料理,official_venue_page,no,store_eligibility_only,not_yet_human_confirmed,"Search result is a lead, not evidence. Direct page review is required."
